username,total_commits,total_additions,total_deletions,total_pull_requests,total_issues,first_contribution,last_contribution,contribution_span_days,avg_commits_per_day,label,avg_additions_per_commit,avg_deletions_per_commit,additions_deletions_ratio,code_changes,code_changes_per_commit
ilsubyeega,5,13,13,2,13,2021-03-27 18:13:05,2021-06-10 17:46:29,74.0,0.06756756756756757,0,2.6,2.6,0.9285714285714286,26,5.2
nullium21,4,27,33,1,0,2022-10-26 10:31:32,2022-10-28 06:21:47,1.0,4.0,1,6.75,8.25,0.7941176470588235,60,15.0
vmaggioli,4,44,48,1,0,2021-01-20 01:13:21,2021-02-05 14:39:14,16.0,0.25,0,11.0,12.0,0.8979591836734694,92,23.0
vegguid,4,34,28,0,0,2022-09-16 19:36:17,2023-12-04 21:51:56,444.0,0.009009009009009009,0,8.5,7.0,1.1724137931034482,62,15.5
Gabixel,4,8,8,0,245,2023-12-27 13:35:19,2024-02-27 14:35:51,62.0,0.06451612903225806,0,2.0,2.0,0.8888888888888888,16,4.0
ThePooN,4,32,7,5,2,2022-05-06 17:52:25,2022-06-01 16:12:29,25.0,0.16,0,8.0,1.75,4.0,39,9.75
Ekischleki,5,409,236,2,3,2024-05-06 16:10:58,2024-05-07 16:45:02,1.0,5.0,1,81.8,47.2,1.7257383966244726,645,129.0
Fire937,4,776,95,3,0,2020-04-09 16:12:15,2020-04-11 23:46:32,2.0,2.0,1,194.0,23.75,8.083333333333334,871,217.75
Grrum,5,207,144,3,1,2020-12-13 12:58:58,2020-12-18 15:45:23,5.0,1.0,0,41.4,28.8,1.4275862068965517,351,70.2
Hydria,4,984,431,1,7,2023-07-03 16:45:30,2023-07-22 15:44:01,18.0,0.2222222222222222,0,246.0,107.75,2.2777777777777777,1415,353.75
Ianlucht,5,12,7,3,0,2024-09-06 22:31:48,2024-09-07 20:01:38,1.0,5.0,1,2.4,1.4,1.5,19,3.8
jacobvm04,4,27,12,2,0,2021-08-15 00:00:26,2021-08-15 01:48:57,1.0,4.0,1,6.75,3.0,2.076923076923077,39,9.75
JDECOMBE,4,18,18,2,0,2023-01-23 22:07:50,2023-01-23 23:36:38,1.0,4.0,1,4.5,4.5,0.9473684210526315,36,9.0
LBlend,4,20,4,0,0,2024-10-13 15:36:06,2024-10-14 14:03:29,1.0,4.0,1,5.0,1.0,4.0,24,6.0
yousef157,4,960,503,2,1,2019-06-08 16:10:52,2019-06-12 14:53:39,3.0,1.3333333333333333,1,240.0,125.75,1.9047619047619047,1463,365.75
MATRIX-feather,4,70,121,1,3,2020-12-03 19:14:07,2020-12-04 11:52:25,1.0,4.0,1,17.5,30.25,0.5737704918032787,191,47.75
Micha-ohne-el,4,72,18,2,1,2023-04-07 22:50:31,2023-04-08 12:28:52,1.0,4.0,1,18.0,4.5,3.789473684210526,90,22.5
nagilson,4,56,8,2,0,2022-03-22 02:42:17,2022-03-22 02:58:53,1.0,4.0,1,14.0,2.0,6.222222222222222,64,16.0
Naeferith,4,372,33,5,0,2017-03-04 22:48:28,2017-04-28 08:59:34,54.0,0.07407407407407407,0,93.0,8.25,10.941176470588236,405,101.25
Drenata,4,61,16,1,1,2017-05-31 16:41:15,2017-06-01 06:54:48,1.0,4.0,1,15.25,4.0,3.588235294117647,77,19.25
revelsix,3,20,20,3,6,2019-09-19 19:47:32,2020-01-14 19:54:06,117.0,0.02564102564102564,0,6.666666666666667,6.666666666666667,0.9523809523809523,40,13.333333333333334
Rovearix,3,6,6,0,0,2023-03-12 14:57:53,2023-03-13 12:07:55,1.0,3.0,1,2.0,2.0,0.8571428571428571,12,4.0
kadambishreyas,3,10,3,0,0,2024-07-28 15:30:42,2024-07-28 15:47:00,1.0,3.0,1,3.3333333333333335,1.0,2.5,13,4.333333333333333
jeenyuhs,3,501,41,0,0,2023-12-22 02:04:48,2023-12-22 17:11:37,1.0,3.0,1,167.0,13.666666666666666,11.928571428571429,542,180.66666666666666
SupDos,3,21,1,0,9,2024-02-22 17:54:28,2024-11-24 01:34:30,275.0,0.01090909090909091,0,7.0,0.3333333333333333,10.5,22,7.333333333333333
Supersonicboss1,3,231,162,2,1,2022-05-04 21:25:34,2022-06-21 22:41:25,48.0,0.0625,0,77.0,54.0,1.4171779141104295,393,131.0
TacoGuyAT,3,28,16,2,0,2022-07-21 03:13:45,2022-07-21 04:25:44,1.0,3.0,1,9.333333333333334,5.333333333333333,1.6470588235294117,44,14.666666666666666
vininew921,4,1195,211,2,0,2021-05-18 13:30:45,2021-05-19 07:52:31,1.0,4.0,1,298.75,52.75,5.636792452830188,1406,351.5
ThereGoesMySanity,3,34,9,1,0,2020-04-03 00:43:54,2020-04-03 02:02:57,1.0,3.0,1,11.333333333333334,3.0,3.4,43,14.333333333333334
matheus-cesquim,3,49,26,1,0,2024-06-05 15:25:33,2024-06-06 16:26:52,1.0,3.0,1,16.333333333333332,8.666666666666666,1.8148148148148149,75,25.0
cadon0,3,20,19,2,2,2020-10-30 12:03:57,2020-11-10 08:57:29,10.0,0.3,0,6.666666666666667,6.333333333333333,1.0,39,13.0
neelkarma,3,2,23,1,0,2022-04-19 08:44:20,2022-04-20 03:40:02,1.0,3.0,1,0.6666666666666666,7.666666666666667,0.08333333333333333,25,8.333333333333334
kiroma,3,60,9,2,0,2017-12-27 23:49:15,2017-12-28 14:27:21,1.0,3.0,1,20.0,3.0,6.0,69,23.0
kstefanowicz,3,23,3,6,0,2024-08-04 16:32:08,2024-08-07 11:47:35,2.0,1.5,1,7.666666666666667,1.0,5.75,26,8.666666666666666
outfoxxed,3,98,121,0,0,2022-10-16 09:55:10,2022-10-16 18:47:21,1.0,3.0,1,32.666666666666664,40.333333333333336,0.8032786885245902,219,73.0
AkiSakurai,3,55,12,0,0,2022-10-15 07:11:28,2023-07-16 02:21:32,273.0,0.01098901098901099,0,18.333333333333332,4.0,4.230769230769231,67,22.333333333333332
sashashura,3,10,0,1,0,2022-09-25 16:00:28,2022-09-25 16:04:27,1.0,3.0,1,3.3333333333333335,0.0,10.0,10,3.3333333333333335
ambeeeeee,3,18,6,2,1,2021-04-02 07:54:35,2021-04-02 08:56:23,1.0,3.0,1,6.0,2.0,2.5714285714285716,24,8.0
ajiiisai,3,26,26,2,0,2022-04-02 17:41:15,2022-04-04 22:33:41,2.0,1.5,1,8.666666666666666,8.666666666666666,0.9629629629629629,52,17.333333333333332
ArijanJ,3,27,2,1,1,2024-08-09 20:50:37,2024-08-10 07:45:30,1.0,3.0,1,9.0,0.6666666666666666,9.0,29,9.666666666666666
arphox,3,28,19,4,0,2019-06-04 19:30:49,2019-06-11 08:28:16,6.0,0.5,0,9.333333333333334,6.333333333333333,1.4,47,15.666666666666666
chandler14362,3,213,138,1,1,2024-01-24 18:13:45,2024-01-25 16:30:52,1.0,3.0,1,71.0,46.0,1.5323741007194245,351,117.0
ColdVolcano,3,40,4,24,3,2021-12-05 04:31:55,2024-06-11 08:20:14,919.0,0.003264417845484222,0,13.333333333333334,1.3333333333333333,8.0,44,14.666666666666666
RATCM,3,6,5,4,0,2022-11-20 16:39:46,2022-11-20 18:27:40,1.0,3.0,1,2.0,1.6666666666666667,1.0,11,3.6666666666666665
perrymacmurray,3,56,16,2,0,2022-04-05 19:10:55,2022-04-05 21:07:58,1.0,3.0,1,18.666666666666668,5.333333333333333,3.2941176470588234,72,24.0
uzervlad,3,4,2,0,0,2020-03-20 11:26:26,2022-02-17 17:43:36,699.0,0.004291845493562232,0,1.3333333333333333,0.6666666666666666,1.3333333333333333,6,2.0
Gramore,3,108,7,0,0,2022-07-27 09:15:43,2022-07-27 11:21:16,1.0,3.0,1,36.0,2.3333333333333335,13.5,115,38.333333333333336
shinobu-uwu,4,41,23,1,4,2023-01-22 04:14:33,2023-01-22 05:12:07,1.0,4.0,1,10.25,5.75,1.7083333333333333,64,16.0
Airkek,4,72,39,2,6,2020-08-21 22:09:35,2020-08-22 15:53:40,1.0,4.0,1,18.0,9.75,1.8,111,27.75
ZLima12,3,469,450,0,0,2016-10-14 03:33:58,2017-03-03 03:05:32,139.0,0.02158273381294964,0,156.33333333333334,150.0,1.039911308203991,919,306.3333333333333
felipemarins,3,7,3,3,0,2023-12-28 03:10:01,2024-01-15 06:22:52,18.0,0.16666666666666666,0,2.3333333333333335,1.0,1.75,10,3.3333333333333335
ByAgenT,2,9,13,1,0,2021-07-21 04:18:24,2021-07-21 04:57:55,1.0,2.0,1,4.5,6.5,0.6428571428571429,22,11.0
benpigchu,2,31,17,2,2,2017-07-22 07:26:47,2017-07-24 05:10:51,1.0,2.0,1,15.5,8.5,1.7222222222222223,48,24.0
cbrwn,2,4,2,1,0,2024-07-26 08:10:11,2024-07-26 08:29:50,1.0,2.0,1,2.0,1.0,1.3333333333333333,6,3.0
danielkariv,2,18,10,1,0,2021-08-15 21:12:27,2021-08-15 21:40:31,1.0,2.0,1,9.0,5.0,1.6363636363636365,28,14.0
Domilz,2,72,53,0,0,2022-10-11 07:30:32,2022-10-11 08:59:07,1.0,2.0,1,36.0,26.5,1.3333333333333333,125,62.5
davidv273,2,7,7,0,0,2018-07-19 13:55:38,2018-07-19 15:47:55,1.0,2.0,1,3.5,3.5,0.875,14,7.0
DerpyCrabs,2,4,4,0,0,2017-10-22 13:14:38,2017-10-26 03:44:38,3.0,0.6666666666666666,0,2.0,2.0,0.8,8,4.0
Fabiano1337,2,63909,14920,0,0,2024-05-02 17:17:15,2024-05-02 17:17:30,1.0,2.0,1,31954.5,7460.0,4.283157965283828,78829,39414.5
tensorflower-gardener,100,8703,4533,0,0,2024-11-19 02:52:43,2024-11-27 13:22:02,8.0,12.5,1,87.03,45.33,1.919497132774592,13236,132.36
ezhulenev,100,10496,3497,3,0,2024-08-08 17:23:50,2024-11-26 07:51:06,109.0,0.9174311926605505,0,104.96,34.97,3.0005717552887363,13993,139.93
mihaimaruseac,100,471460,135259,834,1,2022-12-28 14:52:14,2024-11-23 03:53:32,695.0,0.14388489208633093,0,4714.6,1352.59,3.4855833210113856,606719,6067.19
akuegel,100,9614,11584,0,0,2024-07-15 11:01:29,2024-11-22 14:06:39,130.0,0.7692307692307693,0,96.14,115.84,0.8298662063012516,21198,211.98
yongtang,100,1232,488,822,19,2021-10-09 23:02:55,2023-02-15 13:49:08,493.0,0.2028397565922921,0,12.32,4.88,2.5194274028629855,1720,17.2
hawkinsp,100,7382,4982,4,1,2024-03-15 20:45:14,2024-11-13 16:47:24,242.0,0.4132231404958678,0,73.82,49.82,1.4814368854103954,12364,123.64
gunan,100,3256,2759,262,9,2020-03-31 19:13:35,2020-10-19 23:03:43,202.0,0.49504950495049505,0,32.56,27.59,1.1797101449275362,6015,60.15
caisq,100,14174,5425,254,18,2019-10-01 14:37:12,2021-04-06 02:45:36,552.0,0.18115942028985507,0,141.74,54.25,2.612237375598968,19599,195.99
mrry,100,10445,4352,95,24,2020-04-22 04:29:06,2024-11-21 18:37:06,1674.0,0.05973715651135006,0,104.45,43.52,2.3994946014243053,14797,147.97
cheshire,100,6171,6852,2,1,2023-12-15 16:00:39,2024-09-06 14:07:09,265.0,0.37735849056603776,0,61.71,68.52,0.9004815409309791,13023,130.23
roserg,100,6788,4301,0,0,2022-08-10 14:31:59,2024-09-25 18:15:30,777.0,0.1287001287001287,0,67.88,43.01,1.5778707577870759,11089,110.89
benoitsteiner,100,55557,39161,102,0,2018-02-26 19:57:30,2018-06-01 16:59:49,94.0,1.0638297872340425,1,555.57,391.61,1.4186456258618048,94718,947.18
jpienaar,100,9562,12136,4,0,2021-10-07 17:45:34,2024-09-25 18:01:27,1084.0,0.09225092250922509,0,95.62,121.36,0.7878388399110159,21698,216.98
qlzh727,100,4961,5181,16,1,2021-11-16 19:52:54,2024-01-09 20:56:40,784.0,0.12755102040816327,0,49.61,51.81,0.9573523736009263,10142,101.42
d0k,100,53894,10510,0,0,2023-08-03 10:20:34,2024-11-27 13:46:25,482.0,0.2074688796680498,0,538.94,105.1,5.127390352963562,64404,644.04
River707,100,16203,14929,0,0,2019-11-12 19:57:47,2021-06-23 00:48:22,588.0,0.17006802721088435,0,162.03,149.29,1.085264567983925,31132,311.32
joker-eph,100,6181,5413,4,0,2022-09-23 20:16:00,2023-11-23 11:27:16,425.0,0.23529411764705882,0,61.81,54.13,1.1416697451052826,11594,115.94
martinwicke,100,1114107,485701,122,4,2018-06-21 17:20:03,2024-03-22 21:40:31,2101.0,0.047596382674916705,0,11141.07,4857.01,2.293807725724827,1599808,15998.08
yifeif,100,206447,59006,222,0,2019-06-10 08:33:09,2020-06-09 22:58:18,365.0,0.273972602739726,0,2064.47,590.06,3.4986865965054994,265453,2654.53
pifon2a,100,22161,30022,1,0,2024-04-22 22:48:10,2024-11-21 12:57:23,212.0,0.4716981132075472,0,221.61,300.22,0.7381340971921527,52183,521.83
allenlavoie,100,8887,4013,10,0,2020-10-08 22:27:24,2022-09-01 12:28:29,692.0,0.14450867052023122,0,88.87,40.13,2.2140009965122074,12900,129.0
chsigg,100,17724,23730,2,0,2023-07-28 08:12:30,2024-11-21 16:28:09,482.0,0.2074688796680498,0,177.24,237.3,0.7468711811554507,41454,414.54
smit-hinsu,100,5511,3901,2,0,2021-11-20 01:48:44,2023-05-30 18:52:36,556.0,0.17985611510791366,0,55.11,39.01,1.412352639671963,9412,94.12
jreiffers,100,10924,9006,0,0,2024-06-10 13:25:52,2024-10-14 12:32:31,125.0,0.8,0,109.24,90.06,1.2128344620850449,19930,199.3
jsimsa,100,12705,25863,9,1,2021-04-30 16:25:20,2023-04-03 16:49:54,703.0,0.1422475106685633,0,127.05,258.63,0.49122332199195795,38568,385.68
yangustc07,100,7926,1868,1,0,2024-01-16 19:38:53,2024-10-25 22:28:58,283.0,0.35335689045936397,0,79.26,18.68,4.240770465489566,9794,97.94
ebrevdo,100,15610,6555,4,3,2019-04-09 22:00:58,2021-10-25 20:59:42,929.0,0.10764262648008611,0,156.1,65.55,2.3810250152532033,22165,221.65
alextp,100,5325,3909,9,0,2019-01-29 17:58:36,2020-08-10 16:27:19,558.0,0.17921146953405018,0,53.25,39.09,1.3618925831202047,9234,92.34
annarev,100,8905,10272,46,1,2020-01-10 00:26:31,2021-03-05 20:11:27,420.0,0.23809523809523808,0,89.05,102.72,0.8668353937506084,19177,191.77
MarkDaoust,100,5367,2678,30,9,2021-04-29 21:45:21,2024-05-03 20:34:35,1099.0,0.09099181073703366,0,53.67,26.78,2.003359462486002,8045,80.45
klucke,100,4501,6515,0,0,2024-10-07 23:02:44,2024-11-25 19:58:37,48.0,2.0833333333333335,1,45.01,65.15,0.6907612031921424,11016,110.16
jurahul,100,9334,4220,0,0,2023-04-12 23:21:13,2024-03-21 20:05:01,343.0,0.2915451895043732,0,93.34,42.2,2.2113243307273156,13554,135.54
skye,100,6087,2369,6,1,2021-12-21 22:11:11,2024-05-23 06:25:59,883.0,0.11325028312570781,0,60.87,23.69,2.5683544303797468,8456,84.56
reedwm,100,60679,31084,30,6,2023-03-08 20:48:50,2024-11-16 03:01:10,618.0,0.16181229773462782,0,606.79,310.84,1.9520347434453917,91763,917.63
andyly,100,15699,4152,0,0,2020-10-09 17:52:24,2021-08-10 23:47:20,305.0,0.32786885245901637,0,156.99,41.52,3.7801589212617386,19851,198.51
ddunl,100,8431,8281,0,0,2024-07-10 23:11:46,2024-11-26 23:08:25,138.0,0.7246376811594203,0,84.31,82.81,1.0179908234725912,16712,167.12
advaitjain,100,611317,418857,159,32,2021-02-18 00:05:56,2023-08-01 18:23:20,894.0,0.11185682326621924,0,6113.17,4188.57,1.4594850760878388,1030174,10301.74
aaudiber,100,4869,3829,4,0,2022-02-16 16:26:43,2024-09-24 18:12:30,951.0,0.10515247108307045,0,48.69,38.29,1.2712793733681462,8698,86.98
karimnosseir,100,3975,2800,3,0,2021-12-09 21:29:24,2022-08-02 03:19:45,235.0,0.425531914893617,0,39.75,28.0,1.4191360228489824,6775,67.75
aaroey,100,843305,309188,27,1,2019-06-10 22:00:54,2024-08-15 21:33:05,1892.0,0.052854122621564484,0,8433.05,3091.88,2.727474133943963,1152493,11524.93
majnemer,100,8863,9467,0,0,2023-04-26 17:33:28,2024-11-27 01:33:41,580.0,0.1724137931034483,0,88.63,94.67,0.9361005492184199,18330,183.3
jaingaurav,100,11411,11003,23,1,2020-02-25 01:33:13,2021-05-21 23:48:46,451.0,0.22172949002217296,0,114.11,110.03,1.036986550345329,22414,224.14
rchao,100,3728,1385,0,0,2021-03-02 01:42:25,2023-06-06 19:51:39,826.0,0.12106537530266344,0,37.28,13.85,2.6897546897546896,5113,51.13
fergushenderson,100,6035,7715,0,0,2023-08-24 12:01:53,2024-11-20 16:53:18,454.0,0.22026431718061673,0,60.35,77.15,0.7821410057024365,13750,137.5
fchollet,100,8751,7876,13,2,2021-01-08 06:49:11,2023-10-18 21:49:20,1013.0,0.09871668311944719,0,87.51,78.76,1.1109559476958233,16627,166.27
deven-amd,100,5146,1780,286,6,2020-07-10 15:45:20,2022-03-31 02:44:31,628.0,0.1592356687898089,0,51.46,17.8,2.8893879842784953,6926,69.26
nouiz,100,2850,732,92,7,2021-06-15 19:54:24,2024-06-28 20:04:46,1109.0,0.09017132551848513,0,28.5,7.32,3.888130968622101,3582,35.82
asimshankar,100,7461,8437,22,9,2018-06-05 21:28:20,2019-01-11 11:03:43,219.0,0.45662100456621,0,74.61,84.37,0.884214268784072,15898,158.98
jdduke,100,3927,3568,17,0,2020-04-22 21:38:57,2021-09-13 23:46:11,509.0,0.19646365422396855,0,39.27,35.68,1.100308209582516,7495,74.95
bixia1,100,23817,3974,0,1,2023-08-02 16:31:52,2024-11-14 00:00:59,469.0,0.21321961620469082,0,238.17,39.74,5.991698113207547,27791,277.91
antiagainst,100,10515,3769,0,0,2019-10-19 01:15:28,2021-01-28 13:36:37,467.0,0.21413276231263384,0,105.15,37.69,2.7891246684350133,14284,142.84
angerson,100,4879,4652,127,2,2023-06-29 19:35:27,2024-02-07 19:27:35,222.0,0.45045045045045046,0,48.79,46.52,1.0485708145282613,9531,95.31
terryheo,100,949242,446665,26,0,2022-08-12 17:30:43,2024-11-19 23:47:04,830.0,0.12048192771084337,0,9492.42,4466.65,2.1251718286146697,1395907,13959.07
rohan100jain,100,12683,8998,21,0,2020-07-28 17:31:22,2024-11-26 22:30:41,1582.0,0.0632111251580278,0,126.83,89.98,1.4093788198688744,21681,216.81
k-w-w,100,26691,13633,22,1,2022-03-16 21:10:00,2024-02-28 00:28:06,713.0,0.1402524544179523,0,266.91,136.33,1.9576793310840546,40324,403.24
kaixih,100,7807,4296,112,4,2022-02-03 17:44:21,2024-11-27 07:36:36,1027.0,0.09737098344693282,0,78.07,42.96,1.816848964393763,12103,121.03
abattery,100,12866,1994,0,0,2021-08-04 03:49:21,2024-01-05 01:23:53,883.0,0.11325028312570781,0,128.66,19.94,6.4491228070175435,14860,148.6
bhack,100,75145,32825,89,44,2022-05-16 13:21:37,2023-02-28 22:11:09,288.0,0.3472222222222222,0,751.45,328.25,2.2891914945470053,107970,1079.7
lrdxgm,100,5157,2504,0,0,2020-09-23 17:49:00,2024-09-03 16:57:09,1440.0,0.06944444444444445,0,51.57,25.04,2.058682634730539,7661,76.61
yunxing,100,12126,3202,0,0,2020-11-17 02:00:17,2021-09-11 00:27:33,297.0,0.3367003367003367,0,121.26,32.02,3.785825788323447,15328,153.28
cky9301,100,6639,2393,0,0,2023-04-19 00:31:08,2024-11-14 20:06:24,575.0,0.17391304347826086,0,66.39,23.93,2.773182957393484,9032,90.32
feihugis,100,9835,16372,105,8,2019-07-12 22:26:06,2020-04-14 03:59:16,276.0,0.36231884057971014,0,98.35,163.72,0.6006840530141085,26207,262.07
ilblackdragon,100,40134,10681,19,6,2016-02-25 21:14:21,2016-11-28 17:35:10,276.0,0.36231884057971014,0,401.34,106.81,3.7571615802284217,50815,508.15
liufengdb,100,10837,3998,5,0,2020-09-26 06:46:23,2022-03-09 17:51:07,529.0,0.1890359168241966,0,108.37,39.98,2.7099274818704675,14835,148.35
olegshyshkov,100,7713,7598,0,0,2024-05-22 16:41:09,2024-11-26 13:27:32,187.0,0.5347593582887701,0,77.13,75.98,1.01500197394394,15311,153.11
trevor-m,100,5599,2397,106,5,2022-11-11 00:06:49,2024-11-02 00:08:28,722.0,0.13850415512465375,0,55.99,23.97,2.334862385321101,7996,79.96
petewarden,100,15977,11329,70,18,2019-06-25 22:02:38,2021-08-31 18:26:13,797.0,0.12547051442910917,0,159.77,113.29,1.4101500441306267,27306,273.06
jblespiau,100,6721,6854,0,0,2023-02-22 09:38:19,2023-07-13 19:22:07,141.0,0.7092198581560284,0,67.21,68.54,0.9804522246535375,13575,135.75
edloper,100,14602,6877,1,0,2021-04-27 18:22:25,2022-07-15 21:49:35,444.0,0.22522522522522523,0,146.02,68.77,2.1230008723466125,21479,214.79
frgossen,100,7397,3221,0,0,2023-02-06 21:51:00,2024-11-27 00:35:06,659.0,0.15174506828528073,0,73.97,32.21,2.2957790192427066,10618,106.18
thaink,100,16980,7357,4,0,2022-03-31 09:20:46,2024-05-14 04:54:14,774.0,0.12919896640826872,0,169.8,73.57,2.3076923076923075,24337,243.37
dansuh17,100,11481,3842,1,1,2024-01-09 23:39:09,2024-05-31 05:21:42,142.0,0.704225352112676,0,114.81,38.42,2.9875097580015613,15323,153.23
timshen91,100,20035,11522,1,0,2020-12-05 09:03:02,2023-07-18 12:02:56,955.0,0.10471204188481675,0,200.35,115.22,1.7386965200034714,31557,315.57
faizan-m,100,10508,7128,1,0,2022-12-20 22:46:54,2023-10-30 22:22:03,313.0,0.3194888178913738,0,105.08,71.28,1.4739795202693224,17636,176.36
renjie-liu,100,15333,5782,0,0,2020-08-19 04:38:44,2021-10-06 02:39:00,412.0,0.24271844660194175,0,153.33,57.82,2.6513920110669202,21115,211.15
yashk2810,100,2946,3399,11,1,2022-10-03 16:03:38,2024-11-09 02:28:52,767.0,0.1303780964797914,0,29.46,33.99,0.8664705882352941,6345,63.45
pavithrasv,100,1683279,1117967,6,0,2020-01-14 04:04:28,2020-11-20 07:44:27,311.0,0.3215434083601286,0,16832.79,11179.67,1.505659374865828,2801246,28012.46
crccw,100,8334,6622,3,0,2020-10-23 21:57:13,2021-11-10 07:14:01,382.0,0.2617801047120419,0,83.34,66.22,1.2583421410237052,14956,149.56
saxenasaurabh,100,13765,3996,8,1,2020-03-27 23:52:45,2021-12-13 15:52:17,625.0,0.16,0,137.65,39.96,3.443832874655992,17761,177.61
ukoxyz,100,12056,3028,0,0,2020-11-26 19:58:21,2023-06-06 20:45:44,922.0,0.10845986984815618,0,120.56,30.28,3.980191482337405,15084,150.84
ftynse,100,8708,5104,0,0,2019-07-16 13:27:11,2024-01-18 13:44:54,1647.0,0.06071645415907711,0,87.08,51.04,1.7057786483839372,13812,138.12
tpopp,100,26340,22501,0,0,2022-02-23 12:18:18,2023-05-10 08:09:25,440.0,0.22727272727272727,0,263.4,225.01,1.1705626166562972,48841,488.41
kenfranko,100,7197,3246,5,0,2021-06-04 21:08:28,2023-08-10 18:12:47,796.0,0.12562814070351758,0,71.97,32.46,2.2165075454265475,10443,104.43
LukeBoyer,100,25315,10156,0,0,2024-09-06 21:25:56,2024-11-26 19:21:56,80.0,1.25,1,253.15,101.56,2.49236979423058,35471,354.71
blakehechtman,100,5468,12741,0,0,2021-07-24 03:03:22,2024-11-20 15:48:15,1215.0,0.0823045267489712,0,54.68,127.41,0.42913200439491445,18209,182.09
terrytangyuan,100,210515,176637,104,3,2016-01-21 06:02:54,2020-11-10 19:12:30,1755.0,0.05698005698005698,0,2105.15,1766.37,1.1917877240457886,387152,3871.52
haozha111,100,3805,1648,5,0,2021-11-01 21:55:24,2024-09-17 18:02:00,1050.0,0.09523809523809523,0,38.05,16.48,2.307459066100667,5453,54.53
cantonios,100,7787,10709,10,0,2023-04-06 19:15:30,2024-11-25 21:52:38,599.0,0.1669449081803005,0,77.87,107.09,0.7270774976657329,18496,184.96
tanzhenyu,100,17458,13857,5,0,2020-02-08 16:47:31,2020-12-07 21:50:38,303.0,0.33003300330033003,0,174.58,138.57,1.2597777457064512,31315,313.15
multiverse-tf,100,6996,4893,0,0,2021-01-27 08:32:00,2022-04-22 03:13:18,449.0,0.22271714922049,0,69.96,48.93,1.4295055169595423,11889,118.89
miaout17,100,7484,5349,18,2,2019-05-22 17:43:13,2023-09-28 18:42:27,1590.0,0.06289308176100629,0,74.84,53.49,1.398878504672897,12833,128.33
fionalang,100,5174,5764,0,0,2023-07-11 18:23:38,2023-12-15 00:00:23,156.0,0.6410256410256411,0,51.74,57.64,0.8974848222029488,10938,109.38
anlunx,100,6683,10593,0,0,2023-10-16 18:38:39,2024-07-26 00:04:25,283.0,0.35335689045936397,0,66.83,105.93,0.6308287710024543,17276,172.76
rjpower,100,12394,13938,0,0,2021-03-31 16:26:08,2023-09-13 01:37:57,895.0,0.11173184357541899,0,123.94,139.38,0.8891599110409641,26332,263.32
kvignesh1420,100,4487,3629,49,2,2021-03-09 18:39:19,2021-09-18 18:57:57,193.0,0.5181347150259067,0,44.87,36.29,1.2360881542699724,8116,81.16
mpcallanan,100,3958,1098,0,0,2023-05-31 21:42:11,2024-09-17 14:24:26,474.0,0.2109704641350211,0,39.58,10.98,3.6014558689717924,5056,50.56
berkinilbeyi,100,15598,3685,0,0,2021-11-16 00:37:54,2024-11-08 13:52:24,1088.0,0.09191176470588236,0,155.98,36.85,4.2316874660879,19283,192.83
jam14j,100,1987,1591,1,0,2023-06-30 20:31:15,2024-01-09 21:36:36,193.0,0.5181347150259067,0,19.87,15.91,1.2481155778894473,3578,35.78
bmzhao,100,16162,6661,1,0,2019-12-10 21:18:07,2021-06-08 16:56:54,545.0,0.1834862385321101,0,161.62,66.61,2.4259981987391175,22823,228.23
jianlijianli,100,13899,1835,0,0,2019-11-05 22:51:35,2021-10-08 16:40:18,702.0,0.14245014245014245,0,138.99,18.35,7.5702614379084965,15734,157.34
facaiy,100,3052124,1618584,94,18,2018-08-15 04:40:17,2019-05-23 11:56:51,281.0,0.35587188612099646,0,30521.24,16185.84,1.8856742154412651,4670708,46707.08
andrewharp,100,152918,266675,44,0,2017-02-04 00:08:11,2018-03-30 00:57:27,419.0,0.2386634844868735,0,1529.18,2666.75,0.5734224302149424,419593,4195.93
vnghia,100,4934,4007,88,4,2020-08-12 11:39:57,2021-03-03 12:35:56,203.0,0.49261083743842365,0,49.34,40.07,1.2310379241516967,8941,89.41
jbaiocchi,100,4576,3296,0,0,2020-11-09 18:31:06,2024-06-12 16:33:04,1310.0,0.07633587786259542,0,45.76,32.96,1.3879284197755535,7872,78.72
benbarsdell,100,8994,2805,88,5,2021-03-02 06:52:47,2023-11-28 12:28:59,1001.0,0.0999000999000999,0,89.94,28.05,3.2052744119743406,11799,117.99
teijeong,100,7043,2560,0,0,2021-03-11 02:46:07,2024-05-08 09:31:04,1154.0,0.08665511265164645,0,70.43,25.6,2.750097618117923,9603,96.03
changm,100,7463,4157,0,0,2023-10-05 23:00:25,2024-11-20 21:31:39,411.0,0.24330900243309003,0,74.63,41.57,1.794853294853295,11620,116.2
beckerhe,100,14082,7585,0,0,2024-09-26 06:14:33,2024-11-26 17:34:08,61.0,1.639344262295082,1,140.82,75.85,1.8563142631162668,21667,216.67
BrianWieder,100,19551,14528,1,0,2023-05-26 18:23:16,2024-11-05 18:28:47,529.0,0.1890359168241966,0,195.51,145.28,1.3456535205451166,34079,340.79
haoyuz,100,10410,2793,1,0,2020-10-15 15:01:21,2024-07-29 17:51:53,1383.0,0.07230657989877079,0,104.1,27.93,3.7258410880458124,13203,132.03
bchetioui,100,9144,6877,1,3,2024-06-04 13:57:52,2024-11-18 16:40:38,167.0,0.5988023952095808,0,91.44,68.77,1.3294562372782786,16021,160.21
