username,total_commits,total_additions,total_deletions,total_pull_requests,total_issues,first_contribution,last_contribution,contribution_span_days,avg_commits_per_day,label,avg_additions_per_commit,avg_deletions_per_commit,additions_deletions_ratio,code_changes,code_changes_per_commit
sunkper,7,82,17,0,0,2023-08-29 13:05:42,2024-03-01 21:28:45,185.0,0.03783783783783784,0,11.714285714285714,2.4285714285714284,4.555555555555555,99,14.142857142857142
notrudyyy,7,61,35,0,0,2024-09-19 18:12:40,2024-10-16 17:01:24,26.0,0.2692307692307692,0,8.714285714285714,5.0,1.6944444444444444,96,13.714285714285714
vxlcoder,7,1557,731,0,0,2022-05-05 15:08:01,2022-07-13 12:43:57,68.0,0.10294117647058823,0,222.42857142857142,104.42857142857143,2.127049180327869,2288,326.85714285714283
xercesblue,7,1004,95,0,0,2012-04-06 11:24:42,2013-04-25 05:32:32,383.0,0.018276762402088774,0,143.42857142857142,13.571428571428571,10.458333333333334,1099,157.0
douglyuckling,7,350,285,0,0,2023-10-21 14:47:17,2023-12-12 18:11:06,52.0,0.1346153846153846,0,50.0,40.714285714285715,1.2237762237762237,635,90.71428571428571
axb2035,7,26,19,0,0,2013-12-30 22:50:19,2014-01-16 05:47:12,16.0,0.4375,0,3.7142857142857144,2.7142857142857144,1.3,45,6.428571428571429
william-leeson,6,1833,1456,0,0,2023-02-27 09:39:19,2024-10-29 13:50:16,610.0,0.009836065573770493,0,305.5,242.66666666666666,1.2580645161290323,3289,548.1666666666666
Vitaljok,8,110,61,0,0,2024-05-07 16:03:15,2024-09-24 08:19:49,139.0,0.05755395683453238,0,13.75,7.625,1.7741935483870968,171,21.375
RedMser,6,104,13,0,0,2023-02-24 11:57:07,2023-11-24 17:57:09,273.0,0.02197802197802198,0,17.333333333333332,2.1666666666666665,7.428571428571429,117,19.5
mikiisayakaa,6,48,66,0,0,2023-09-25 06:00:54,2023-10-17 09:47:40,22.0,0.2727272727272727,0,8.0,11.0,0.7164179104477612,114,19.0
pablode,6,100,60,0,0,2023-10-31 17:07:28,2024-10-07 19:29:48,342.0,0.017543859649122806,0,16.666666666666668,10.0,1.639344262295082,160,26.666666666666668
dail8859,6,372,1402,0,0,2012-11-14 23:10:19,2014-01-20 21:12:35,431.0,0.013921113689095127,0,62.0,233.66666666666666,0.26514611546685674,1774,295.6666666666667
Ichthyostega,6,1973,450,0,0,2016-08-16 08:32:55,2016-08-22 15:29:19,6.0,1.0,0,328.8333333333333,75.0,4.3747228381374725,2423,403.8333333333333
candreacchio,6,197,58,0,0,2014-04-21 12:20:29,2019-05-10 15:22:26,1845.0,0.0032520325203252032,0,32.833333333333336,9.666666666666666,3.3389830508474576,255,42.5
hariedo,6,29,22,0,0,2006-07-06 00:05:33,2012-05-12 04:31:03,2137.0,0.0028076743097800653,0,4.833333333333333,3.6666666666666665,1.2608695652173914,51,8.5
vvFiCKvv,5,361,275,0,0,2018-05-16 09:48:34,2018-08-31 20:07:42,107.0,0.04672897196261682,0,72.2,55.0,1.3079710144927537,636,127.2
bsavery,5,73,11,0,0,2023-08-16 12:35:09,2024-01-03 17:16:07,140.0,0.03571428571428571,0,14.6,2.2,6.083333333333333,84,16.8
SIDD017,5,1813,467,0,0,2022-03-03 12:02:07,2022-07-22 00:47:28,140.0,0.03571428571428571,0,362.6,93.4,3.873931623931624,2280,456.0
scorpion81,5,192,131,0,0,2015-01-07 14:14:07,2019-04-03 16:51:42,1547.0,0.003232062055591467,0,38.4,26.2,1.4545454545454546,323,64.6
lalitshankarchowdhury,5,29,29,0,0,2024-05-17 15:00:40,2024-11-14 12:15:09,180.0,0.027777777777777776,0,5.8,5.8,0.9666666666666667,58,11.6
jcwenger,5,1183,161,0,0,2024-10-03 07:59:46,2024-10-16 16:19:16,13.0,0.38461538461538464,0,236.6,32.2,7.302469135802469,1344,268.8
honglooker,5,243,303,0,0,2023-04-27 20:07:43,2023-05-03 22:09:29,6.0,0.8333333333333334,0,48.6,60.6,0.7993421052631579,546,109.2
GilbertoRodrigues,5,166,131,0,0,2023-08-28 09:04:40,2023-11-07 20:43:01,71.0,0.07042253521126761,0,33.2,26.2,1.2575757575757576,297,59.4
kgeogeo,5,211,94,0,0,2013-12-07 00:51:44,2016-11-12 17:57:40,1071.0,0.004668534080298786,0,42.2,18.8,2.221052631578947,305,61.0
davidm494,5,399,29,0,0,2024-04-29 10:37:51,2024-08-15 14:39:15,108.0,0.046296296296296294,0,79.8,5.8,13.3,428,85.6
bnagirniak,5,9289,110,0,0,2023-08-04 12:54:49,2023-11-06 17:11:38,94.0,0.05319148936170213,0,1857.8,22.0,83.68468468468468,9399,1879.8
elenril,5,285,178,0,0,2014-01-16 14:40:37,2014-01-26 12:22:26,9.0,0.5555555555555556,0,57.0,35.6,1.5921787709497206,463,92.6
Rawalanche,4,41,92,0,0,2023-08-18 13:54:47,2023-09-01 18:02:20,14.0,0.2857142857142857,0,10.25,23.0,0.44086021505376344,133,33.25
prikshitsingh24,4,270,304,0,0,2023-12-17 15:17:17,2024-04-03 14:38:47,107.0,0.037383177570093455,0,67.5,76.0,0.8852459016393442,574,143.5
PascalSchoen,4,2024,91,0,0,2017-04-18 09:43:09,2017-05-31 05:29:17,42.0,0.09523809523809523,0,506.0,22.75,22.0,2115,528.75
hjaarnio,4,159,23,0,0,2013-11-16 18:58:29,2013-11-25 13:15:48,8.0,0.5,0,39.75,5.75,6.625,182,45.5
fsiddi,6,10467,8978,0,0,2019-02-14 17:16:18,2023-09-27 21:45:10,1686.0,0.0035587188612099642,0,1744.5,1496.3333333333333,1.1657200133645171,19445,3240.8333333333335
ekuznetsov139,4,228,63,0,0,2024-01-12 15:14:20,2024-02-25 16:22:58,44.0,0.09090909090909091,0,57.0,15.75,3.5625,291,72.75
numas,4,341,354,0,0,2016-04-21 08:44:46,2016-04-29 14:45:09,8.0,0.5,0,85.25,88.5,0.9605633802816902,695,173.75
cyrax6,4,73,39,0,0,2017-02-07 17:50:04,2017-02-08 23:35:56,1.0,4.0,1,18.25,9.75,1.825,112,28.0
define-private-public,4,208,70,0,0,2016-11-18 03:45:51,2017-01-16 05:04:42,59.0,0.06779661016949153,0,52.0,17.5,2.9295774647887325,278,69.5
atafra,4,35,25,0,0,2024-02-07 16:47:16,2024-03-09 21:42:45,31.0,0.12903225806451613,0,8.75,6.25,1.3461538461538463,60,15.0
